CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
51.0702,Hospital and Health Care Facilities Administration/Management.,11-9111,Medical and Health Services Managers
51.0703,Health Unit Coordinator/Ward Clerk.,NO MATCH,NO MATCH
51.0704,Health Unit Manager/Ward Supervisor.,11-9111,Medical and Health Services Managers
51.0705,Medical Office Management/Administration.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
51.0706,Health Information/Medical Records Administration/Administrator.,11-9111,Medical and Health Services Managers
51.0707,Health Information/Medical Records Technology/Technician.,29-2071,Medical Records and Health Information Technicians
51.0708,Medical Transcription/Transcriptionist.,31-9094,Medical Transcriptionists
51.0709,Medical Office Computer Specialist/Assistant.,15-1131,Computer Programmers
51.0709,Medical Office Computer Specialist/Assistant.,15-1151,Computer User Support Specialists
51.0710,Medical Office Assistant/Specialist.,31-9092,Medical Assistants
51.0710,Medical Office Assistant/Specialist.,43-6013,Medical Secretaries
51.0711,Medical/Health Management and Clinical Assistant/Specialist.,11-3011,Administrative Services Managers
51.0711,Medical/Health Management and Clinical Assistant/Specialist.,43-1011,First-Line Supervisors of Office and Administrative Support Workers
51.0712,Medical Reception/Receptionist.,31-9092,Medical Assistants
51.0713,Medical Insurance Coding Specialist/Coder.,29-2071,Medical Records and Health Information Technicians
51.0713,Medical Insurance Coding Specialist/Coder.,31-9092,Medical Assistants
51.0714,Medical Insurance Specialist/Medical Biller.,43-6013,Medical Secretaries
51.0715,Health/Medical Claims Examiner.,13-1031,"Claims Adjusters, Examiners, and Investigators"
51.0716,Medical Administrative/Executive Assistant and Medical Secretary.,31-9092,Medical Assistants
51.0716,Medical Administrative/Executive Assistant and Medical Secretary.,43-6013,Medical Secretaries
51.0717,Medical Staff Services Technology/Technician.,NO MATCH,NO MATCH
51.0718,Long Term Care Administration/Management.,11-9111,Medical and Health Services Managers
51.0719,Clinical Research Coordinator.,11-9111,Medical and Health Services Managers
51.0719,Clinical Research Coordinator.,11-9199,"Managers, All Other"
51.0799,"Health and Medical Administrative Services, Other.",NO MATCH,NO MATCH
51.0801,Medical/Clinical Assistant.,31-9092,Medical Assistants
51.0802,Clinical/Medical Laboratory Assistant.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0802,Clinical/Medical Laboratory Assistant.,29-2012,Medical and Clinical Laboratory Technicians
51.0803,Occupational Therapist Assistant.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0803,Occupational Therapist Assistant.,31-2011,Occupational Therapy Assistants
51.0805,Pharmacy Technician/Assistant.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0805,Pharmacy Technician/Assistant.,29-2052,Pharmacy Technicians
51.0806,Physical Therapy Technician/Assistant.,31-2021,Physical Therapist Assistants
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant.,29-2056,Veterinary Technologists and Technicians
51.0809,Anesthesiologist Assistant.,31-9092,Medical Assistants
51.0810,Emergency Care Attendant (EMT Ambulance).,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
51.0811,Pathology/Pathologist Assistant.,29-2055,Surgical Technologists
51.0812,Respiratory Therapy Technician/Assistant.,29-2054,Respiratory Therapy Technicians
51.0813,Chiropractic Assistant/Technician.,31-9092,Medical Assistants
51.0814,Radiologist Assistant.,29-2099,"Health Technologists and Technicians, All Other"
51.0814,Radiologist Assistant.,31-9099,"Healthcare Support Workers, All Other"
51.0815,Lactation Consultant.,31-9099,"Healthcare Support Workers, All Other"
51.0816,Speech-Language Pathology Assistant.,31-9099,"Healthcare Support Workers, All Other"
51.0899,"Allied Health and Medical Assisting Services, Other.",NO MATCH,NO MATCH
51.0901,Cardiovascular Technology/Technologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0901,Cardiovascular Technology/Technologist.,29-2031,Cardiovascular Technologists and Technicians
51.0902,Electrocardiograph Technology/Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0902,Electrocardiograph Technology/Technician.,29-2031,Cardiovascular Technologists and Technicians
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist.,29-2099,"Health Technologists and Technicians, All Other"
51.0904,Emergency Medical Technology/Technician (EMT Paramedic).,25-1071,"Health Specialties Teachers, Postsecondary"
51.0904,Emergency Medical Technology/Technician (EMT Paramedic).,29-2041,Emergency Medical Technicians and Paramedics
51.0905,Nuclear Medical Technology/Technologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0905,Nuclear Medical Technology/Technologist.,29-2033,Nuclear Medicine Technologists
51.0906,Perfusion Technology/Perfusionist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0906,Perfusion Technology/Perfusionist.,29-2031,Cardiovascular Technologists and Technicians
51.0907,Medical Radiologic Technology/Science - Radiation Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0907,Medical Radiologic Technology/Science - Radiation Therapist.,29-1124,Radiation Therapists
51.0907,Medical Radiologic Technology/Science - Radiation Therapist.,29-2034,Radiologic Technologists
51.0908,Respiratory Care Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0908,Respiratory Care Therapy/Therapist.,29-1126,Respiratory Therapists
51.0908,Respiratory Care Therapy/Therapist.,29-2054,Respiratory Therapy Technicians
51.0909,Surgical Technology/Technologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0909,Surgical Technology/Technologist.,29-2055,Surgical Technologists
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.,29-2032,Diagnostic Medical Sonographers
51.0911,Radiologic Technology/Science - Radiographer.,29-2034,Radiologic Technologists
51.0912,Physician Assistant.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0912,Physician Assistant.,29-1071,Physician Assistants
51.0913,Athletic Training/Trainer.,29-9091,Athletic Trainers
51.0914,Gene/Genetic Therapy.,29-2099,"Health Technologists and Technicians, All Other"
51.0915,Cardiopulmonary Technology/Technologist.,29-2031,Cardiovascular Technologists and Technicians
51.0916,Radiation Protection/Health Physics Technician.,19-4051,Nuclear Technicians
51.0916,Radiation Protection/Health Physics Technician.,29-9012,Occupational Health and Safety Technicians
51.0917,Polysomnography.,29-2099,"Health Technologists and Technicians, All Other"
51.0918,Hearing Instrument Specialist.,29-2092,Hearing Aid Specialists
51.0919,Mammography Technician/Technology.,29-2034,Radiologic Technologists
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician.,29-2035,Magnetic Resonance Imaging Technologists
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",NO MATCH,NO MATCH
51.1001,Blood Bank Technology Specialist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1001,Blood Bank Technology Specialist.,29-2012,Medical and Clinical Laboratory Technicians
51.1002,Cytotechnology/Cytotechnologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1002,Cytotechnology/Cytotechnologist.,29-2011,Medical and Clinical Laboratory Technologists
51.1003,Hematology Technology/Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1003,Hematology Technology/Technician.,29-2012,Medical and Clinical Laboratory Technicians
51.1004,Clinical/Medical Laboratory Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1004,Clinical/Medical Laboratory Technician.,29-2012,Medical and Clinical Laboratory Technicians
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,29-2011,Medical and Clinical Laboratory Technologists
51.1006,Ophthalmic Laboratory Technology/Technician.,51-9083,Ophthalmic Laboratory Technicians
51.1007,Histologic Technology/Histotechnologist.,29-2011,Medical and Clinical Laboratory Technologists
51.1008,Histologic Technician.,29-2012,Medical and Clinical Laboratory Technicians
51.1009,Phlebotomy Technician/Phlebotomist.,31-9097,Phlebotomists
51.1010,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.,29-2011,Medical and Clinical Laboratory Technologists
51.1011,Renal/Dialysis Technologist/Technician.,29-2099,"Health Technologists and Technicians, All Other"
51.1012,Sterile Processing Technology/Technician.,29-2055,Surgical Technologists
51.1012,Sterile Processing Technology/Technician.,31-9093,Medical Equipment Preparers
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other.",29-2011,Medical and Clinical Laboratory Technologists
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other.",29-2012,Medical and Clinical Laboratory Technicians
51.1101,Pre-Dentistry Studies.,NO MATCH,NO MATCH
51.1102,Pre-Medicine/Pre-Medical Studies.,NO MATCH,NO MATCH
51.1103,Pre-Pharmacy Studies.,NO MATCH,NO MATCH
51.1104,Pre-Veterinary Studies.,NO MATCH,NO MATCH
51.1105,Pre-Nursing Studies.,NO MATCH,NO MATCH
51.1106,Pre-Chiropractic Studies.,NO MATCH,NO MATCH
51.1107,Pre-Occupational Therapy Studies.,NO MATCH,NO MATCH
51.1108,Pre-Optometry Studies.,NO MATCH,NO MATCH
51.1109,Pre-Physical Therapy Studies.,NO MATCH,NO MATCH
51.1199,"Health/Medical Preparatory Programs, Other.",NO MATCH,NO MATCH
51.1201,Medicine.,29-1062,Family and General Practitioners
51.1201,Medicine.,29-1069,"Physicians and Surgeons, All Other"
51.1401,Medical Scientist.,11-9121,Natural Sciences Managers
51.1401,Medical Scientist.,19-1041,Epidemiologists
51.1401,Medical Scientist.,19-1042,"Medical Scientists, Except Epidemiologists"
51.1501,Substance Abuse/Addiction Counseling.,21-1011,Substance Abuse and Behavioral Disorder Counselors
51.1501,Substance Abuse/Addiction Counseling.,21-1014,Mental Health Counselors
51.1502,Psychiatric/Mental Health Services Technician.,29-2053,Psychiatric Technicians
51.1502,Psychiatric/Mental Health Services Technician.,31-1013,Psychiatric Aides
51.1503,Clinical/Medical Social Work.,21-1011,Substance Abuse and Behavioral Disorder Counselors
51.1503,Clinical/Medical Social Work.,21-1014,Mental Health Counselors
51.1503,Clinical/Medical Social Work.,21-1022,Healthcare Social Workers
51.1503,Clinical/Medical Social Work.,21-1023,Mental Health and Substance Abuse Social Workers
51.1503,Clinical/Medical Social Work.,25-1113,"Social Work Teachers, Postsecondary"
51.1504,Community Health Services/Liaison/Counseling.,21-1091,Health Educators
51.1504,Community Health Services/Liaison/Counseling.,21-1094,Community Health Workers
51.1505,Marriage and Family Therapy/Counseling.,21-1013,Marriage and Family Therapists
51.1505,Marriage and Family Therapy/Counseling.,25-1066,"Psychology Teachers, Postsecondary"
51.1506,Clinical Pastoral Counseling/Patient Counseling.,21-1011,Substance Abuse and Behavioral Disorder Counselors
51.1506,Clinical Pastoral Counseling/Patient Counseling.,21-1013,Marriage and Family Therapists
51.1506,Clinical Pastoral Counseling/Patient Counseling.,21-1014,Mental Health Counselors
51.1506,Clinical Pastoral Counseling/Patient Counseling.,21-1019,"Counselors, All Other"
51.1506,Clinical Pastoral Counseling/Patient Counseling.,21-2011,Clergy
51.1507,Psychoanalysis and Psychotherapy.,19-3031,"Clinical, Counseling, and School Psychologists"
51.1508,Mental Health Counseling/Counselor.,21-1014,Mental Health Counselors
51.1509,Genetic Counseling/Counselor.,29-9092,Genetic Counselors
51.1599,"Mental and Social Health Services and Allied Professions, Other.",NO MATCH,NO MATCH
51.1701,Optometry.,29-1041,Optometrists
51.1801,Opticianry/Ophthalmic Dispensing Optician.,29-2081,"Opticians, Dispensing"
51.1802,Optometric Technician/Assistant.,29-2057,Ophthalmic Medical Technicians
51.1803,Ophthalmic Technician/Technologist.,29-2057,Ophthalmic Medical Technicians
51.1804,Orthoptics/Orthoptist.,29-2057,Ophthalmic Medical Technicians
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other.",NO MATCH,NO MATCH
51.1901,Osteopathic Medicine/Osteopathy.,29-1062,Family and General Practitioners
51.1901,Osteopathic Medicine/Osteopathy.,29-1069,"Physicians and Surgeons, All Other"
51.2001,Pharmacy.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2001,Pharmacy.,29-1051,Pharmacists
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs.,29-1051,Pharmacists
51.2003,Pharmaceutics and Drug Design.,29-1051,Pharmacists
51.2004,Medicinal and Pharmaceutical Chemistry.,29-1051,Pharmacists
51.2005,Natural Products Chemistry and Pharmacognosy.,29-1051,Pharmacists
51.2006,Clinical and Industrial Drug Development.,29-1051,Pharmacists
51.2007,Pharmacoeconomics/Pharmaceutical Economics.,29-1051,Pharmacists
51.2008,"Clinical, Hospital, and Managed Care Pharmacy.",29-1051,Pharmacists
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.,29-1051,Pharmacists
51.2010,Pharmaceutical Sciences.,19-1042,"Medical Scientists, Except Epidemiologists"
51.2010,Pharmaceutical Sciences.,29-1051,Pharmacists
51.2011,Pharmaceutical Marketing and Management.,11-2021,Marketing Managers
51.2011,Pharmaceutical Marketing and Management.,11-2022,Sales Managers
51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2101,Podiatric Medicine/Podiatry.,29-1081,Podiatrists
51.2201,"Public Health, General.",11-9111,Medical and Health Services Managers
51.2201,"Public Health, General.",21-1091,Health Educators
51.2201,"Public Health, General.",21-1094,Community Health Workers
51.2201,"Public Health, General.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2202,Environmental Health.,19-1041,Epidemiologists
51.2202,Environmental Health.,19-2041,"Environmental Scientists and Specialists, Including Health"
51.2202,Environmental Health.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2202,Environmental Health.,29-9011,Occupational Health and Safety Specialists
51.2202,Environmental Health.,29-9012,Occupational Health and Safety Technicians
51.2205,Health/Medical Physics.,19-2012,Physicists
51.2205,Health/Medical Physics.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2206,Occupational Health and Industrial Hygiene.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2206,Occupational Health and Industrial Hygiene.,29-9011,Occupational Health and Safety Specialists
51.2206,Occupational Health and Industrial Hygiene.,29-9012,Occupational Health and Safety Technicians
51.2207,Public Health Education and Promotion.,21-1091,Health Educators
51.2207,Public Health Education and Promotion.,21-1094,Community Health Workers
51.2207,Public Health Education and Promotion.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2208,Community Health and Preventive Medicine.,11-9111,Medical and Health Services Managers
51.2208,Community Health and Preventive Medicine.,21-1094,Community Health Workers
51.2209,Maternal and Child Health.,21-1091,Health Educators
51.2209,Maternal and Child Health.,21-1094,Community Health Workers
51.2210,International Public Health/International Health.,21-1091,Health Educators
51.2211,Health Services Administration.,11-9111,Medical and Health Services Managers
51.2212,Behavioral Aspects of Health.,21-1091,Health Educators
51.2212,Behavioral Aspects of Health.,21-1094,Community Health Workers
51.2212,Behavioral Aspects of Health.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2299,"Public Health, Other.",NO MATCH,NO MATCH
51.2301,Art Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2301,Art Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2302,Dance Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2302,Dance Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2305,Music Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2305,Music Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2306,Occupational Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2306,Occupational Therapy/Therapist.,29-1122,Occupational Therapists
51.2307,Orthotist/Prosthetist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2307,Orthotist/Prosthetist.,29-2091,Orthotists and Prosthetists
51.2307,Orthotist/Prosthetist.,51-9082,Medical Appliance Technicians
51.2308,Physical Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2308,Physical Therapy/Therapist.,29-1123,Physical Therapists
51.2309,Therapeutic Recreation/Recreational Therapy.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2309,Therapeutic Recreation/Recreational Therapy.,29-1125,Recreational Therapists
51.2310,Vocational Rehabilitation Counseling/Counselor.,21-1015,Rehabilitation Counselors
51.2310,Vocational Rehabilitation Counseling/Counselor.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2311,Kinesiotherapy/Kinesiotherapist.,29-1123,Physical Therapists
51.2311,Kinesiotherapy/Kinesiotherapist.,29-1128,Exercise Physiologists
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,17-2199,"Engineers, All Other"
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,21-1015,Rehabilitation Counselors
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,29-2091,Orthotists and Prosthetists
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,51-9082,Medical Appliance Technicians
51.2313,Animal-Assisted Therapy.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2313,Animal-Assisted Therapy.,29-1129,"Therapists, All Other"
51.2314,Rehabilitation Science.,19-1099,"Life Scientists, All Other"
51.2314,Rehabilitation Science.,21-1015,Rehabilitation Counselors
51.2314,Rehabilitation Science.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2399,"Rehabilitation and Therapeutic Professions, Other.",29-1129,"Therapists, All Other"
51.2401,Veterinary Medicine.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2401,Veterinary Medicine.,29-1131,Veterinarians
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General.",29-1131,Veterinarians
51.2502,Veterinary Anatomy.,29-1131,Veterinarians
51.2503,Veterinary Physiology.,29-1131,Veterinarians
51.2504,Veterinary Microbiology and Immunobiology.,29-1131,Veterinarians
51.2505,Veterinary Pathology and Pathobiology.,29-1131,Veterinarians
51.2506,Veterinary Toxicology and Pharmacology.,29-1131,Veterinarians
51.2507,Large Animal/Food Animal and Equine Surgery and Medicine.,29-1131,Veterinarians
51.2508,Small/Companion Animal Surgery and Medicine.,29-1131,Veterinarians
51.2509,Comparative and Laboratory Animal Medicine.,29-1131,Veterinarians
51.2510,"Veterinary Preventive Medicine, Epidemiology, and Public Health.",29-1131,Veterinarians
51.2511,Veterinary Infectious Diseases.,29-1131,Veterinarians
51.2599,"Veterinary Biomedical and Clinical Sciences, Other.",29-1131,Veterinarians
51.2601,Health Aide.,31-1013,Psychiatric Aides
51.2601,Health Aide.,31-1014,Nursing Assistants
51.2602,Home Health Aide/Home Attendant.,31-1011,Home Health Aides
51.2602,Home Health Aide/Home Attendant.,39-9021,Personal Care Aides
51.2603,Medication Aide.,31-9099,"Healthcare Support Workers, All Other"
51.2604,Rehabilitation Aide.,31-2012,Occupational Therapy Aides
51.2604,Rehabilitation Aide.,31-2022,Physical Therapist Aides
51.2604,Rehabilitation Aide.,31-9099,"Healthcare Support Workers, All Other"
51.2699,"Health Aides/Attendants/Orderlies, Other.",NO MATCH,NO MATCH
51.2703,Medical Illustration/Medical Illustrator.,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
51.2706,Medical Informatics.,15-1111,Computer and Information Research Scientists
51.2706,Medical Informatics.,15-1132,"Software Developers, Applications"
51.2706,Medical Informatics.,15-1199,"Computer Occupations, All Other"
51.2799,"Medical Illustration and Informatics, Other.",NO MATCH,NO MATCH
51.3101,Dietetics/Dietitian.,29-1031,Dietitians and Nutritionists
51.3101,Dietetics/Dietitian.,29-2051,Dietetic Technicians
51.3102,Clinical Nutrition/Nutritionist.,29-1031,Dietitians and Nutritionists
51.3103,Dietetic Technician.,29-2051,Dietetic Technicians
51.3104,Dietitian Assistant.,29-2051,Dietetic Technicians
51.3199,"Dietetics and Clinical Nutrition Services, Other.",29-1031,Dietitians and Nutritionists
51.3201,Bioethics/Medical Ethics.,NO MATCH,NO MATCH
51.3300,"Alternative and Complementary Medicine and Medical Systems, General.",29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3301,Acupuncture and Oriental Medicine.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3302,Traditional Chinese Medicine and Chinese Herbology.,29-9099,"Healthcare Practitioners and Technical Workers, All Other"
51.3303,Naturopathic Medicine/Naturopathy.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3304,Homeopathic Medicine/Homeopathy.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3305,Ayurvedic Medicine/Ayurveda.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3306,Holistic Health.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3399,"Alternative and Complementary Medicine and Medical Systems, Other.",29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3401,Direct Entry Midwifery.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3499,"Alternative and Complementary Medical Support Services, Other.",NO MATCH,NO MATCH
51.3501,Massage Therapy/Therapeutic Massage.,25-1071,"Health Specialties Teachers, Postsecondary"
51.3501,Massage Therapy/Therapeutic Massage.,31-9011,Massage Therapists
51.3502,Asian Bodywork Therapy.,25-1071,"Health Specialties Teachers, Postsecondary"
51.3502,Asian Bodywork Therapy.,31-9011,Massage Therapists
51.3503,Somatic Bodywork.,31-9011,Massage Therapists
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other.",NO MATCH,NO MATCH
51.3601,Movement Therapy and Movement Education.,29-1129,"Therapists, All Other"
51.3602,Yoga Teacher Training/Yoga Therapy.,39-9031,Fitness Trainers and Aerobics Instructors
51.3603,Hypnotherapy/Hypnotherapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.3699,"Movement and Mind-Body Therapies and Education, Other.",NO MATCH,NO MATCH
51.3701,Aromatherapy.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3702,Herbalism/Herbalist.,29-9099,"Healthcare Practitioners and Technical Workers, All Other"
51.3703,Polarity Therapy.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3704,Reiki.,29-1199,"Health Diagnosing and Treating Practitioners, All Other"
51.3799,"Energy and Biologically Based Therapies, Other.",NO MATCH,NO MATCH
51.3801,Registered Nursing/Registered Nurse.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3801,Registered Nursing/Registered Nurse.,29-1141,Registered Nurses
51.3802,Nursing Administration.,11-9111,Medical and Health Services Managers
51.3802,Nursing Administration.,29-1141,Registered Nurses
51.3803,Adult Health Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3803,Adult Health Nurse/Nursing.,29-1141,Registered Nurses
51.3803,Adult Health Nurse/Nursing.,29-1171,Nurse Practitioners
51.3804,Nurse Anesthetist.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3804,Nurse Anesthetist.,29-1151,Nurse Anesthetists
51.3805,Family Practice Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3805,Family Practice Nurse/Nursing.,29-1141,Registered Nurses
51.3805,Family Practice Nurse/Nursing.,29-1171,Nurse Practitioners
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,29-1141,Registered Nurses
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,29-1171,Nurse Practitioners
51.3807,Nurse Midwife/Nursing Midwifery.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3807,Nurse Midwife/Nursing Midwifery.,29-1161,Nurse Midwives
51.3808,Nursing Science.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3808,Nursing Science.,29-1141,Registered Nurses
51.3809,Pediatric Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3809,Pediatric Nurse/Nursing.,29-1141,Registered Nurses
51.3809,Pediatric Nurse/Nursing.,29-1171,Nurse Practitioners
51.3810,Psychiatric/Mental Health Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3810,Psychiatric/Mental Health Nurse/Nursing.,29-1141,Registered Nurses
51.3810,Psychiatric/Mental Health Nurse/Nursing.,29-1171,Nurse Practitioners
51.3811,Public Health/Community Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3811,Public Health/Community Nurse/Nursing.,29-1141,Registered Nurses
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,29-1141,Registered Nurses
51.3813,Clinical Nurse Specialist.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3813,Clinical Nurse Specialist.,29-1141,Registered Nurses
51.3814,Critical Care Nursing.,29-1141,Registered Nurses
51.3814,Critical Care Nursing.,29-1171,Nurse Practitioners
51.3815,Occupational and Environmental Health Nursing.,29-1141,Registered Nurses
51.3816,Emergency Room/Trauma Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3816,Emergency Room/Trauma Nursing.,29-1141,Registered Nurses
51.3816,Emergency Room/Trauma Nursing.,29-1171,Nurse Practitioners
51.3817,Nursing Education.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3818,Nursing Practice.,11-9111,Medical and Health Services Managers
51.3818,Nursing Practice.,29-1141,Registered Nurses
51.3818,Nursing Practice.,29-1171,Nurse Practitioners
51.3819,Palliative Care Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3819,Palliative Care Nursing.,29-1141,Registered Nurses
51.3820,Clinical Nurse Leader.,29-1141,Registered Nurses
51.3821,Geriatric Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3821,Geriatric Nurse/Nursing.,29-1141,Registered Nurses
51.3821,Geriatric Nurse/Nursing.,29-1171,Nurse Practitioners
51.3822,Women's Health Nurse/Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3822,Women's Health Nurse/Nursing.,29-1141,Registered Nurses
51.3822,Women's Health Nurse/Nursing.,29-1171,Nurse Practitioners
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",29-1141,Registered Nurses
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",29-1171,Nurse Practitioners
51.3901,Licensed Practical/Vocational Nurse Training.,29-2061,Licensed Practical and Licensed Vocational Nurses
51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide.,31-1014,Nursing Assistants
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.",29-2061,Licensed Practical and Licensed Vocational Nurses
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.",31-1014,Nursing Assistants
51.9999,"Health Professions and Related Clinical Sciences, Other.",NO MATCH,NO MATCH
52.0101,"Business/Commerce, General.",11-1011,Chief Executives
52.0101,"Business/Commerce, General.",11-1021,General and Operations Managers
52.0101,"Business/Commerce, General.",11-2022,Sales Managers
52.0101,"Business/Commerce, General.",11-3011,Administrative Services Managers
52.0101,"Business/Commerce, General.",11-3051,Industrial Production Managers
52.0101,"Business/Commerce, General.",11-3071,"Transportation, Storage, and Distribution Managers"
